"Name","Translation"
"saidas","सैदास"
"saidul","साईदुल"
"saieman","सैएमन"
"saina","साइना"
"sainky","साइंकी"
"saira","साइरा"
"saisha","साइशा"
"saista","साइस्टा"
"saiyada","सैयदा"
"sajal","सजल"
"sajan","सजन"
"sajana","सजना"
"sajda","सजदा"
"sajia","सजिया"
"sajid","सजीद"
"sajida","सजीदा"
"sajini","सजिनी"
"sajiya","सजिया"
"sajjan","सज्जन"
"sajmeen","सजमीन"
"sajruddin","सजरुद्दीन"
"saka","साका"
"sakal","साकल"
"sakcham","सक्चम"
"sakeena","सकीना"
"sakhichander","सखिचंदर"
"sakil","साकिल"
"sakila","साकिला"
"sakir","साकिर"
"sakiran","साकिरान"
"saksham","साक्षाम"
"sakshi","साक्षी"
"saksi","साक्सी"
"saku","साकु"
"sakuntala","सकुंतला"
"salama","सलामा"
"salesh","सलेश"
"salim","सलीम"
"salima","सलीमा"
"salin","सलीन"
"salini","सालिनी"
"salmaan","सलमान"
"salmakhatun","सल्माखातून"
"salmam","सलमम"
"salman","सलमान"
"salmi","सल्मी"
"sam","साम"
"sama","समा"
"samad","समाद"
"samadh","समाध"
"samaiali","समाइली"
"samay","समय"
"samayddin","समयद्दीन"
"same","समे"
"sameeksha","समीक्षा"
"sameem","समीम"
"sameena","समीना"
"samiksa","समीक्षा"
"samima","समीमा"
"samina","सामिना"
"samit","समित"
"samiya","समिया"
"sammiuddin","सम्मीउद्दीन"
"samoti","समोति"
"sampat","सम्पत्ति"
"samreen","समरीन"
"samrin","समरिन"
"samsad","संसद"
"samsida","संसीदा"
"samsudin","सम्सुदीन"
"samsung","सैमसंग"
"samundri","समुन्द्री"
"samya","सम्या"
"san","सान"
"sana","सना"
"sanaali","सनाली"
"sanam","सनम"
"sanand","सनंद"
"sanat","सनात"
"sanaullah","सनआल्लाह"
"sanavvar","सनव्वर"
"sanchit","संचित"
"sandeep","संदीप"
"sandeepa","संदीपा"
"sandha","संधा"
"sandhya","संध्या"
"sandip","संदीप"
"sandiya","संदिया"
"sandya","संद्या"
"saneha","सनेहा"
"sangeena","संगीना"
"sangeet","संगीत"
"sangeeta","संगीता"
"sangit","संगीत"
"sangram","संग्राम"
"sanha","सन्हा"
"sania","सानिया"
"sanita","सनीता"
"saniya","सानिया"
"sanjai","संजय"
"sanjan","संजन"
"sanjay","संजय"
"sanjeeta","संजीता"
"sanjeev","संजीव"
"sanjida","संजीदा"
"sanjit","संजीत"
"sanjiv","संजीव"
"sanjna","संज्ञा"
"sanjoh","संजोह"
"sanju","संजू"
"sanjya","संज्य"
"sankar","संकर"
"sankarlal","संकरलाल"
"sanna","सन्ना"
"sanno","सन्नो"
"sanny","सन्नी"
"sanoj","सनोज"
"sanpat","सान्पात"
"sansaar","संसार"
"sant","संत"
"santara","संतरा"
"santi","संती"
"santlal","संतलाल"
"santo","संतो"
"santok","संतोक"
"santosh","संतोष"
"santoshi","संतोषी"
"santra","संतरा"
"santram","संतराम"
"santrm","संतराम"
"santro","संतरो"
"santu","संतु"
"sanu","सानू"
"sany","सानी"
"sapan","सपन"
"sapita","सापिता"
"sapna","सपना"
"sarafat","सराफत"
"sarafraj","सरफराज"
"sarah","सारह"
"saral","सरल"
"sarangthem","सारंगथेम"
"saransh","सरांश"
"sarbari","सरबारी"
"sarbash","सरबाश"
"sarbjeet","सरबजीत"
"sarda","सरदा"
"sardeep","सरदीप"
"sardhu","सरधु"
"sareen","सरीन"
"sarfraj","सरफराज"
"saridevi","सरीदेवी"
"sarif","सरीफ"
"sarik","सरिक"
"sarika","सारिका"
"sariq","सारिक"
"sarjaha","सरजहा"
"sarjeet","सरजीत"
"sarju","सरजु"
"sarkar","सरकार"
"sarmeela","सरमीला"
"saroj","सरोज"
"sarojani","सरोजनी"
"sarojini","सरोजिनी"
"sarojni","सरोजनी"
"saroop","सरूप"
"sartaj","सरताज"
"sarthak","सार्थक"
"saru","सारू"
"saruf","सारूफ"
"sarvan","सर्वन"
"sarvash","सर्वश"
"sarves","सर्वेश"
"sarvesh","सर्वेश"
"sarvjeet","सर्वजित"
"sat","सत"
"satan","सतान"
"satbar","सतबार"
"satbir","सतबीर"
"sateesh","सतीश"
"satender","सतेंद्र"
"satendra","सतेंद्र"
"satish","सतीश"
"satnam","सतनाम"
"satnarayan","सत्नारायण"
"satnosh","सत्नोश"
"satosh","सतोश"
"satpal","सतपाल"
"satrohan","सतरोहन"
"sattaram","सत्ताराम"
"sattu","सत्तू"
"satveer","सतवीर"
"satvida","सत्वीदा"
"satvir","सतवीर"
"satyam","सत्यम"
"satyanarayan","सत्यनारायण"
"satyaprakash","सत्यप्रकाश"
"satyavati","सत्यवती"
"satyender","सत्येन्द्र"
"satyvati","सत्यवती"
"saurab","सौरब"
"saveena","सवीना"
"saveta","सवेता"
"savina","सवीना"
"savita","सविता"
"savita,","सविता"
"saviti","सविती"
"savitri","सावित्री"
"savreen","सवरीन"
"savrin","सवरीन"
"sayada","सयदा"
"sayara","सायरा"
"sayda","सायदा"
"sayeri","सायेरी"
"sayma","सायमा"
"sayna","सायना"
"sayra","सायरा"
"schin","सचिन"
"sedarath","सेदारथ"
"seeba","सीबा"
"seekha","सीखा"
"seelam","सीलम"
"seeta","सीता"
"seetal","सीतल"
"seeva","सीवा"
"sehbaj","सहबाज"
"sehboob","सहबूब"
"sehdev","सहदेव"
"sehjal","सहजल"
"sehjamal","सहजमल"
"sehran","सहरान"
"sehrunisa","सहरुनिसा"
"sekha","सेखा"
"selars","सेलर्स"
"sema","सेमा"
"sen","सेन"
"senthia","सेंथिया"
"sethi","सेठी"
"seva","सेवा"
"shabana","शबाना"
"shabanam","शबानम"
"shabbenour","शब्बेनौर"
"shabbi","शब्बी"
"shabbir","शब्बीर"
"shabbo","शब्बो"
"shabi","शबी"
"shabila","शबिला"
"shabina","शबीना"
"shabir","शबीर"
"shabnam","शबनम"
"shabnur","शबनुर"
"shaboob","शबूब"
"shabra","शबरा"
"shabuddin","शबुद्दीन"
"shadan","शादान"
"shadhik","शाधिक"
"shadik","शादिक"
"shagufta","शगुफ्ता"
"shagun","शागुन"
"shah","शाह"
"shahboob","शाहबूब"
"shahbuddin","शाहबुद्दीन"
"shahera","शाहिरा"
"shahgujta","शाहगुज्ता"
"shahib","शाहिब"
"shahid","शाहिद"
"shahida","शाहिदा"
"shahin","शाहीन"
"shahina","शाहीना"
"shahjad","शाहजाद"
"shahjadi","शाहजादी"
"shahna","शाहना"
"shahnam","शाहनाम"
"shahrish","शाहरिश"
"shahvaj","शाहवाज़"
"shaid","शाईद"
"shaifali","शैफली"
"shaikh","शैख"
"shail","शैल"
"shaila","शैला"
"shailash","शैलाश"
"shailender","शैलेंद्र"
"shaili","शैली"
"shailja","शैलजा"
"shaira","शैरा"
"shajid","शाजिद"
"shajiya","शाजिया"
"shakar","शाकर"
"shakeela","शकीला"
"shakeena","शकीना"
"shakhtnsana","शक्तिंसाना"
"shakib","शाकिब"
"shakil","शाकिल"
"shakina","शाकिना"
"shakir","शाकिर"
"shakshi","शाक्षी"
"shakun","शकुन"
"shakuntla","शकुंतला"
"shalesh","शलेश"
"shalid","शालिद"
"shalini","शालिनी"
"shallu","शल्लू"
"shalu","शालू"
"sham","शम"
"shama","शमा"
"shambu","शंबू"
"shamim","शमीम"
"shamima","शमीमा"
"shamina","शमीना"
"shampa","शम्पा"
"shamrin","शमरीन"
"shamshina","शमशीना"
"shamshudin","शमशुदीन"
"shamsuddin","शम्सुद्दीन"
"shana","शाना"
"shanaj","शानाज"
"shani","शानी"
"shanichari","शानीचारी"
"shanjhan","शांझन"
"shankar","शंकर"
"shankarlal","शंकरलाल"
"shanker","शंकर"
"shankri","शंकरी"
"shankuntla","शंकुंतला"
"shanno","शन्नो"
"shanta","शांता"
"shanti","शांति"
"shanty","शांति"
"shanu","शानू"
"shanvaj","शानवाज़"
"sharad","शरद"
"sharadhha","शारधा"
"sharanjeet","शरंजीत"
"sharat","शरत"
"sharda","शारदा"
"shardanand","शरदानंद"
"sharib","शारिब"
"sharinimle","शारिनिमले"
"sharjprit","शर्जप्रित"
"sharmila","शर्मीला"
"sharmili","शर्मीली"
"sharukh","शाहरुख़"
"sharuna","शरूना"
"shashai","शशाई"
"shashi","शशि"
"shashibala","शशिबाला"
"shashid","शशिद"
"shashikant","शशिकांत"
"shathi","शठी"
"shatish","शतीश"
"shaturughyan","शतुरुघ्यन"
"shaubha","शौभा"
"shaukat","शौकत"
"shaulal","शौलाल"
"shaurabh","शौरभ"
"shavani","शवनी"
"shaving","शविंग"
"shavitri","शावित्री"
"shayam","शयम"
"shayampuri","शयमपुरी"
"shayma","शयमा"
"shaymu","शयमू"
"shayna","शयना"
"shayra","शायरा"
"shbana","शबना"
"sheak","शीक"
"sheeak","शीक"
"sheela","शीला"
"sheelu","शीलू"
"sheensar","शींसर"
"sheenu","शीनू"
"sheetal","शीतल"
"shefali","शेफाली"
"sheikh","शेख"
"sheikhsai","शेखसाई"
"sheilesh","शेलेश"
"sheish","शेश"
"shekhar","शेखर"
"shekher","शेखेर"
"shekiba","शेकिबा"
"shela","शेला"
"shelender","शैलेंद्र"
"shelendra","शेलेंद्र"
"shelesh","शेलेश"
"sher","शेर"
"sheru","शेरू"
"shetal","शेतल"
"shetan","शेतान"
"shgita","श्गिता"
"shi8vprakash","शिवप्रकाश"
"shib","शिब"
"shiba","शिबा"
"shibu","शिबू"
"shidharth","शिधार्थ"
"shiena","शिएना"
"shifali","शिफाली"
"shikha","शिखा"
"shil","शिल"
"shilap","शिलाप"
"shilly","शिल्ली"
"shilpa","शिल्पा"
"shilu","शिलू"
"shimala","शिमला"
"shimran","शिमरान"
"shine","शाइन"
"shiraj","शिराज"
"shirishty","शिरिश्टी"
"shish","शिश"
"shishpal","शिशपाल"
"shishram","शिश्राम"
"shishul","शिशुल"
"shispal","शिस्पाल"
"shisupal","शिसुपाल"
"shital","शीतल"
"shiteel","शितील"
"shittal","शित्तल"
"shiv","शिव"
"shivalika","शिवालिका"
"shivangi","शिवांगी"
"shivani","शिवानी"
"shivbhagvan","शिवभगवान"
"shivji","शिवजी"
"shivlal","शिवलाल"
"shivnath","शिवनाथ"
"shivraj","शिवराज"
"shivram","शिवराम"
"shivyalam","शिव्यालम"
"shiya","शिया"
"shkil","श्किल"
"shkundla","श्कुंडला"
"shkuntala","श्कुंतला"
"shlender","श्लेंडर"
"shma","श्मा"
"shmejha","श्मेझा"
"shoaib","शोएब"
"shoan","शोअन"
"shobha","शोभा"
"shobharam","शोभाराम"
"shobina","शोबिना"
"shohan","शोहन"
"shoiba","शोइबा"
"shokat","शोकत"
"shokesh","शोकेश"
"shokraji","शोकराजी"
"shorav","शोरव"
"shoukat","शौकत"
"shoyab","शोयब"
"shqakuntla","शाकुंतला"
"shrabani","श्राबणी"
"shravani","श्रावणी"
"shree","श्री"
"shreee","श्री"
"shri","श्री"
"shrikant","श्रीकांत"
"shriman","श्रीमान"
"shrimati","श्रीमती"
"shrinath","श्रीनाथ"
"shripal","श्रीपाल"
"shriram","श्रीराम"
"shrotam","श्रोतम्"
"shruti","श्रुति"
"shubankar","शुबंकर"
"shubham","शुभम"
"shubhm","शुभं"
"shukla","शुक्ल"
"shulal","शुलल"
"shulekha","शुलेखा"
"shumita","शुमिता"
"shun","शून"
"shur","शुर"
"shushil","शुशील"
"shushila","शुशीला"
"shushma","शुष्मा"
"shusila","शुसीला"
"shvani","श्वनी"
"shyad","श्याद"
"shyam","श्याम"
"shyamlal","श्यामलाल"
"shyamveer","श्यामवीर"
"shyan","श्यान"
"shyoram","श्योराम"
"sidarth","सिदार्थ"
"siddarth","सिद्धार्थ"
"sidh","सिध"
"sidhart","सिधार्थ"
"sidharth","सिधार्थ"
"sidhi","सिधि"
"sikander","सिकंदर"
"sikender","सिकेंदर"
"sila","सिला"
"silender","सिलेंडर"
"silpa","शिल्पा"
"sima","सिमा"
"simabharti","सिमाभारती"
"simmy","सिम्मी"
"simranjeet","सिमरनजीत"
"sinaa","सिना"
"sinder","सिन्दर"
"sinil","सिनिल"
"sinta","सिंता"
"sintu","सिंतु"
"sipra","सिप्रा"
"sira","सिरा"
"siraj","सिराज"
"sirjna","सिर्जना"
"sishpal","सीशपाल"
"sispal","सिस्पाल"
"sita","सीता"
"sital","सीतल"
"sitar","सीतार"
"sitaram","सीताराम"
"sitare","सितारे"
"sitender","सीतेन्द्र"
"sithal","सीथल"
"sitra","सीतरा"
"sivam","शिवम"
"skunatla","स्कुनतला"
"smarti","स्मर्ति"
"smt","श्रीमती"
"sna","एसएनए"
"snah","स्नेह"
"sneh","स्नेह"
"sneha","स्नेहा"
"snehlata","स्नेहलता"
"snjana","संजना"
"sntosh","संतोष"
"soam","सोम"
"soba","सोबा"
"sobha","सोभा"
"sobi","सोबी"
"sobit","सोबित"
"sodan","सोदन"
"sofali","सोफली"
"sohaib","सोहैब"
"sohail","सोहैल"
"sohan","सोहन"
"sohanpal","सोहनपाल"
"sohel","सोहेल"
"sohib","सोहिब"
"sohil","सोहिल"
"sohnal","सोहनल"
"sohni","सोहनी"
"soma","सोमा"
"sombir","सोमबीर"
"somdath","सोमदथ"
"somdevi","सोमदेवी"
"somesh","सोमेश"
"somi","सोमि"
"somil","सोमिल"
"sompal","सोमपाल"
"son","सोन"
"sona","सोना"
"sonaki","सोनकी"
"sonal","सोनल"
"sonam","सोनम"
"sone","सोने"
"soniya","सोनिया"
"soona","सूना"
"sooraj","सूरज"
"sorab","सोरब"
"sorabh","सोरभ"
"sorav","सोरव"
"sorbh","सोर्भ"
"sosan","सोसन"
"sosari","सोसरी"
"sosri","सोसरी"
"sotaj","सोतज"
"sourab","सौरब"
"sourabh","सौरभ"
"soyab","सोयाब"
"soyam","सोयम"
"spana","स्पना"
"sparsh","स्पर्श"
"sri","श्री"
"sridevi","श्रीदेवी"
"srishti","सृष्टि"
"srishty","सृष्टि"
"srita","श्रीता"
"stifen","स्टिफेन"
"subani","सुबानी"
"subburaiyalu","सुब्बुरायलु"
"subesh","सुभेष"
"subhadra","सुभद्रा"
"subhagi","सुभागी"
"subhagya","सुभाग्य"
"subham","सुभम"
"subhan","सुभान"
"subhangi","सुभांगी"
"subhapal","सुभापाल"
"subhas","सुभास"
"subhash","सुभाष"
"subhdra","सुभद्र"
"subhiya","सुभिया"
"subhod","सुभोद"
"subin","सुबिन"
"subjeet","सुबजीत"
"subrati","सुब्रती"
"succha","सुच्छा"
"sucheta","सुचेता"
"suchi","सुचि"
"suchit","सुचित"
"suchita","सुचिता"
"suchitra","सुचित्रा"
"suda","सुदा"
"sudama","सुदामा"
"sudarshan","सुदर्शन"
"sudershan","सुदर्शन"
"sudesh","सुदेश"
"sudha","सुधा"
"sudhank","सुधंक"
"sudhanshu","सुधांशु"
"sudhata","सुधाता"
"sudhdev","सुधदेव"
"sudhir","सुधीर"
"sudma","सुद्मा"
"sufia","सूफिया"
"sufian","सुफ़ियान"
"sugana","सुगना"
"sugandb","सुगन्ध"
"suganti","सुगंति"
"sugar","शुगर"
"sugodh","सुगोध"
"suhagini","सुहागिनी"
"suhaliya","सुहालिया"
"suhana","सुहाना"
"suhani","सुहानी"
"suhel","सुहेल"
"suhsmita","सुहस्मिता"
"suja","सुजा"
"sujan","सुजान"
"sujanti","सुजंति"
"sujata","सुजाता"
"sujit","सुजीत"
"sukanya","सुकन्या"
"sukar","सुकर"
"sukenta","सुकेंता"
"sukesh","सुकेश"
"sukh","सुख"
"sukhbeer","सुखबीर"
"sukhbir","सुखबीर"
"sukhdev","सुखदेव"
"sukhdevi","सुखदेवी"
"sukheeya","सुखीया"
"sukhmit","सुखमित"
"sukhram","सुखराम"
"sukhsohan","सुखसोहन"
"sukhveer","सुखवीर"
"sukjveer","सुखजवीर"
"sukka","सुक्का"
"sukmani","सुखमणि"
"sukrita","सुकृता"
"sukshana","सुक्षाणा"
"sukul","सुकुल"
"sukumar","सुकुमार"
"sulekha","सुलेखा"
"suleman","सुलेमान"
"sulender","सुलेंदर"
"sulochna","सुलोचना"
"sultan","सुल्तान"
"suma","सुमा"
"sumalia","सुमालिया"
"suman","सुमन"
"sumanlta","सुमंता"
"sumant","सुमंत"
"sumanthra","सुमंथरा"
"sumedha","सुमेधा"
"sumemtra","सुमेंत्रा"
"sumender","सुमेंदर"
"sumentra","सुमेंत्रा"
"sumer","सुमेर"
"sumesh","सुमेश"
"suminder","सुमिंदर"
"sumirta","सुमिर्ता"
"sumit","सुमित"
"sumita","सुमिता"
"sumitra","सुमित्रा"
"sumnesh","सुम्नेश"
"sumoranjam","सुमोरंजम"
"sunaina","सुनैना"
"sunaki","सुनकी"
"sunali","सुनाली"
"sunarkali","सुनरकाली"
"sunarki","सुनरकी"
"sundari","सुंदरी"
"sundeep","सुंदीप"
"sunder","सुंदर"
"sundga","सुंदगा"
"suneel","सुनील"
"suneeta","सुनीता"
"sunena","सुनेना"
"suneta","सुनेता"
"sunil","सुनील"
"sunitha","सुनीथा"
"supiriya","सुप्रिया"
"supna","सपना"
"supriya","सुप्रिया"
"supriyal","सुप्रियाल"
"supyar","सुप्यार"
"suraiya","सुरैया"
"suraj","सूरज"
"suraja","सूरजा"
"surajbhan","सूरजभान"
"surajmal","सुरजमल"
"surajpal","सूरजपाल"
"surat","सुरत"
"surekha","सुरेखा"
"surendar","सुरेंदर"
"surender","सुरेन्द्र"
"surendera","सुरेंद्र"
"surendr","सुरेंद्र"
"surendra","सुरेंद्र"
"suresh","सुरेश"
"surgayan","सुर्गायन"
"surgyan","सुर्ग्यान"
"surinder","सुरिंदर"
"surindera","सुरिंद्र"
"suriti","सुरिति"
"surjeet","सुरजीत"
"surjit","सुरजीत"
"surjiya","सुर्जिया"
"surti","सुरती"
"surya","सूर्य"
"suryanath","सूर्यनाथ"
"sus","सुस"
"susan","सुसन"
"susant","सुसंत"
"susanto","सुसंतो"
"sushail","सुशैल"
"sushama","सुशमा"
"sushant","सुशांत"
"sushela","सुशीला"
"sushhmita","सुष्मिता"
"sushil","सुशील"
"sushila","सुशीला"
"sushma","सुष्मा"
"sushmita","सुष्मिता"
"sushpal","सुश्पाल"
"sushree","सुश्री"
"sushri","सुश्री"
"susila","सुसीला"
"susma","सुस्मा"
"susmata","सुस्मता"
"suved","सुवेद"
"syamsunder","श्यामसुंदर"
"syed","सय्यद"
"syham","श्याम"
"taar","तार"
"tabbsum","तब्बसुम"
"tabssum","तबस्सुम"
"tabsum","तब्सुम"
"tafsir","तफ्सीर"
"tahir","ताहिर"
"tahseen","ताहसीन"
"taiyab","तैयब"
"taj","ताज"
"tajmaha","ताजमहा"
"tajrani","ताजरानी"
"tajuddin","ताजुद्दीन"
"tak","तक"
"taki","ताकी"
"takshila","तक्षिला"
"taleem","तालीम"
"talvender","तलविंदर"
"tammanne","तम्मन्ने"
"tamsa","तम्सा"
"tanaya","तनय"
"tandon","तंदोन"
"tania","तानिया"
"tanishka","तनिष्का"
"taniya","तानिया"
"tanjima","तंजीमा"
"tanmay","तन्मय"
"tanu","तनु"
"tanuja","तनुजा"
"tanushree","तनुश्री"
"tanveer","तनवीर"
"tanvir","तनवीर"
"tanya","तान्या"
"tapas","तपस"
"tapender","तपेंद्र"
"tapish","तपिश"
"tapsam","तप्सम"
"tapsya","तप्स्या"
"tara","तारा"
"tarachand","ताराचंद"
"taran","तारन"
"tarana","तरन"
"taranjeet","तारनजीत"
"tarannum","तारन्नुम"
"tarjan","तार्जन"
"tarnum","तार्नुम"
"tarun","तरुण"
"tarunnam","तरुण्नम"
"tashkkur","तश्क्कुर"
"tashnim","तश्नीम"
"tasleem","तस्लीम"
"taslima","तस्लीमा"
"tasmina","तस्मीना"
"tasnim","तस्नीम"
"tasveeran","तस्वीरां"
"taufik","तौफीक"
"tauseek","तौसीक"
"taushif","तौशिफ"
"tausin","तौसिन"
"tavinder","तविन्दर"
"tavvasum","तव्वासुम"
"teekam","तीकम"
"teenu","तीनु"
"teerath","तीरथ"
"tehmina","तेहमीना"
"tej","तेज"
"teja","तेजा"
"tejender","तेजेन्द्र"
"tejpal","तेजपाल"
"tejvir","तेजवीर"
"tek","टेक"
"tekchand","टेकचंद"
"tepu","टेपु"
"terence","टेरेंस"
"thakur","ठाकुर"
"tharu","थारु"
"thomas","थोमस"
"tikaram","तिकाराम"
"tikhalal","टिखालाल"
"tilakraj","तिलकराज"
"tilakram","तिलकराम"
"tinki","टिंकी"
"tinvkal","तिन्वकल"
"tipu","तिपू"
"tirath","तीरथ"
"tisar","तिसर"
"titu","तितु"
"tohmeena","तोहमीना"
"tolaram","तोलाराम"
"toni","टोनी"
"tony","टोनी"
"tool","टूल"
"toquir","तोकीर"
"toshar","तोषार"
"tosheeb","तोशीब"
"trannum","तरंनुम"
"tranoom","त्रनूम"
"traun","त्रौन"
"trepti","त्रेप्ति"
"tribavan","त्रिबवन"
"trijugi","त्रिजुगी"
"trilock","त्रिलोक"
"trilok","त्रिलोक"
"tripta","त्रिप्ता"
"tripti","त्रिप्ति"
"tripurari","त्रिपुरारी"
"trlokchand","त्रलोकचंद"
"tuba","तुबा"
"tufail","तुफैल"
"tufel","तुफेल"
"tulcharam","तुलचारम"
"tulki","तुलकी"
"tulsa","तुलसा"
"tulsha","तुल्शा"
"tulshi","तुलशी"
"tulsi","तुलसी"
"tunda","टुंडा"
"tunni","तुन्नी"
"turveny","तुर्वेनी"
"tushal","तुशल"
"tushar","तुषार"
"tyara","त्यारा"
"udai","उदय"
"udaiveer","उदईवीर"
"udaiy","उदय"
"udal","उदल"
"uday","उदय"
"udaya","उदय"
"uddhav","उद्धव"
"udham","उधम"
"udi","उड़ी"
"udit","उदित"
"udita","उदिता"
"udmai","उद्मै"
"uganta","उगन्ता"
"ugma","उग्म"
"ujamma","उजाम्मा"
"ujjaini","उज्जैनी"
"ujjair","उज्जैर"
"ujjwal","उज्ज्वल"
"ujwal","उज्वल"
"uma","उमा"
"umakant","उमाकान्त"
"umanath","उमानाथ"
"umang","उमंग"
"umar","उमर"
"umardeen","उमरदीन"
"umda","उम्दा"
"umedi","उमेदी"
"umesha","उमेशा"
"umlesh","उम्लेश"
"umma","उम्मा"
"umme","उम्मे"
"unkar","उंकर"
"unnati","उन्नति"
"upadhyay","उपाध्याय"
"upasana","उपासना"
"upasna","उपासना"
"upendra","उपेंद्र"
"uppal","उप्पाल"
"urendra","उरेन्द्र"
"urmil","उर्मिल"
"urmila","उर्मिला"
"urvarshi","उर्वशी"
"urvashi","उर्वशी"
"usha","उषा"
"usmaan","उस्मान"
"usman","उस्मान"
"utam","उत्तम"
"utkarsh","उत्कर्ष"
"utpana","उत्पन"
"utsav","उत्सव"
"uttam","उत्तम"
"vaibahv","वैभव"
"vaijanti","वैजंती"
"vaishali","वैशाली"
"vaishanvi","वैशान्वी"
"vaishnavi","वैष्णवी"
"vakeel","वकील"
"vakesh","वकेश"
"vakil","वकील"
"vakila","वकीला"
"valentina","वैलेंटीना"
"vamsi","वंशी"
"vandana","वंदना"
"vandhana","वंधना"
"vandita","वंदिता"
"vandna","वंदना"
"vanish","वनीश"
"vansh","वंश"
"vanshika","वंशिका"
"vanshu","वंशु"
"vansu","वंसू"
"varad","वरद"
"varisha","वरिषा"
"varsa","वर्षा"
"varsh","वर्ष"
"varsha","वर्षा"
"vaseem","वसीम"
"vashila","वाशिला"
"vashisast","वाशिस्त"
"vashisht","वशिष्ठ"
"vashudev","वासुदेव"
"vasida","वासिदा"
"vasim","वासिम"
"vasiya","वासिया"
"vasu","वसु"
"vasudev","वासुदेव"
"vasuki","वसुकी"
"vatsala","वत्सल"
"vedanand","वेदानंद"
"vedant","वेदांत"
"vedehi","वेदेही"
"vedh","वेध"
"vedika","वेदिका"
"vedprakash","वेदप्रकाश"
"veejita","वीजिता"
"veena","वीणा"
"veenita","वीणिता"
"veepal","वीपल"
"veepinchand","वीपिंचंद"
"veer","वीर"
"veera","वीरा"
"veerander","वीरांदेर"
"veerbhan","वीरभान"
"veerendra","वीरेन्द्र"
"veermati","वीरमती"
"veero","वीरो"
"veerpal","वीरपाल"
"veeru","वीरू"
"verma","वर्मा"
"veronika","वेरोनिका"
"vesali","वेसाली"
"vibha","विभा"
"vibhash","विभाष"
"vibhuti","विभूति"
"vichitra","विचित्र"
"vickey","विक्की"
"vickky","विक्की"
"vicky","विक्की"
"victor","विक्टर"
"vidha","विधा"
"vidhavati","विधवती"
"vidhi","विधि"
"vidhya","विद्या"
"vidisha","विदिशा"
"vidit","विदित"
"vihsal","विह्सल"
"vijaya","विजया"
"vijayanta","विजयंता"
"vijaynti","विजयंती"
"vijaypal","विजयपाल"
"vijayta","विजयता"
"vijendar","विजेन्द्र"
"vijender","विजेंद्र"
"vijendra","विजेंद्र"
"vijesh","विजेश"
"vikaram","विक्रम"
"vikarm","विकर्म"
"vikas","विकास"
"vikash","विकाश"
"vikesh","विकेश"
"vikki","विक्की"
"vikky","विक्की"
"vikramjeet","विक्रमजीत"
"vikrant","विक्रांत"
"vikshi","विक्षी"
"vimal","विमल"
"vimala","विमला"
"vimla","विमला"
"vimlesh","विमलेश"
"vimukt","विमुक्त"
"vinay","विनय"
"vinayak","विनायक"
"vindeshver","विन्देश्वर"
"vineeta","विनीता"
"vineta","विनीता"
"vinita","विनिता"
"vinna","विन्ना"
"vinoda","विनोदा"
"vinos","विनोस"
"vipan","विपन"
"vipasha","विपाशा"
"vipiv","विपिव"
"viplo","विप्लो"
"vipol","विपोल"
"vipul","विपुल"
"vipun","विपुण"
"viram","विराम"
"virat","विराट"
"viren","विरेन"
"virender","विरेन्द्र"
"virendra","विरेंद्र"
"viresh","विरेश"
"virjiniya","विर्जिनिया"
"virnit","विर्णित"
"vironika","विरोनिका"
"virpal","विरपाल"
"vishakha","विशाखा"
"vishal","विशाल"
"visham","विशाम"
"vishamitra","विशामित्र"
"vishavkarma","विश्वकर्मा"
"vishesh","विशेष"
"vishnu","विष्णु"
"vishu","विषु"
"vishva","विश्व"
"vishvanath","विश्वनाथ"
"vishvash","विश्वाश"
"vishvnath","विश्वनाथ"
"visvajeet","विश्वजीत"
"vithal","विठाल"
"vivek","विवेक"
"vivekanand","विवेकानंद"
"vude","वुदे"
"vyelet","व्येलेट"
"wadekar","वाडेकर"
"wadhwa","वाधव"
"waghela","वाघेला"
"waghmare","वाघमारे"
"wagle","वाग्ले"
"wagmare","वागमारे"
"wahid","वाहिद"
"waman","वामन"
"waqar","वक़ार"
"waseem","वसीम"
"wasim","वसीम"
"yaadram","यादराम"
"yadav","यादव"
"yadho","यधो"
"yadram","यादराम"
"yadvir","यादवीर"
"yagnik","यज्ञिक"
"yaksh","यक्ष"
"yaman","यमन"
"yameen","यमीन"
"yamin","यमीन"
"yamini","यामिनी"
"yaqoob","याकूब"
"yaqub","याकूब"
"yasar","यासर"
"yash","यश"
"yashbir","यशबीर"
"yashdhra","यशधर"
"yashin","यशिन"
"yashmin","यश्मिन"
"yashoda","यशोदा"
"yashodha","यशोधा"
"yashsvi","यशस्वी"
"yashwant","यशवंत"
"yasmeen","यासमीन"
"yasmin","यास्मिन"
"yasodha","यासोधा"
"yatharth","यथार्थ"
"yatin","यतिन"
"yeshpal","येशपाल"
"yespal","येसपाल"
"yinita","यिनिता"
"yogender","योगेंद्र"
"yogendr","योगेन्द्र"
"yogendra","योगेन्द्र"
"yogesh","योगेश"
"yoginder","योगिंद्र"
"yogita","योगिता"
"yognder","योगेन्द्र"
"yograj","योगराज"
"youraj","यौराज"
"yukilal","युकीलाल"
"yunishs","युनिश्स"
"yusaf","यूसफ"
"yusuf","यूसुफ"
"yuvan","युवान"
"yuveraj","युवराज"
"zade","ज़ादे"
"zahira","ज़ाहिरा"
"zahra","ज़हरा"
"zain","ज़ैन"
"zaina","ज़ैना"
"zakir","ज़ाकिर"
